iter	Logloss
176	0.3187813049
177	0.3181395706
178	0.3171687616
179	0.3165258404
180	0.3155002578
181	0.3144796417
182	0.3137856483
183	0.3130733764
184	0.3125083444
185	0.3118669339
186	0.3114169595
187	0.3106866697
188	0.3101028735
189	0.3090929494
190	0.3083564639
191	0.3074629173
192	0.3066919016
193	0.305869337
194	0.3052471686
195	0.3044806332
196	0.3038804564
197	0.3033124574
198	0.303024107
199	0.3026710402
200	0.3018711607
201	0.3010735079
202	0.3007657276
203	0.3003074539
204	0.2993578467
205	0.2985100546
206	0.2977888575
207	0.2972673375
208	0.2966433476
209	0.2963925383
210	0.2955542995
211	0.2949810717
212	0.2946284331
213	0.2942352413
214	0.2935743067
215	0.2931416736
216	0.2925722064
217	0.2920368167
218	0.2915777736
219	0.2908845628
220	0.2904852942
221	0.2900350635
222	0.2896504715
223	0.2890650752
224	0.2883819784
225	0.287798449
226	0.287153127
227	0.2866154728
228	0.2857717284
229	0.2853058629
230	0.2848739998
231	0.2841638879
232	0.2839892785
233	0.2833502456
234	0.2829589606
235	0.2827044006
236	0.2824889876
237	0.2819683847
238	0.2819286147
239	0.2813938971
240	0.2811392897
241	0.2807841869
242	0.2803179709
243	0.279999697
244	0.279352428
245	0.2787556643
246	0.2783173138
247	0.278140827
248	0.2777760043
249	0.2771442022
250	0.2766010337
251	0.2761040289
252	0.2757131986
253	0.2751642787
254	0.2749501176
255	0.2744022557
256	0.2738735382
257	0.2732716417
258	0.2727425254
259	0.2724514228
260	0.2720989151
261	0.2714576233
262	0.2709823513
263	0.270265075
264	0.2700479085
265	0.2697316994
266	0.2693792209
267	0.2688025767
268	0.2684322333
269	0.2679588229
270	0.2677537086
271	0.2674318291
272	0.2671652062
273	0.2668254406
274	0.2665368552
275	0.2662269713
276	0.2658381276
277	0.2653787435
278	0.2650118362
279	0.2646754999
280	0.2644048406
281	0.2641959893
282	0.2638154953
283	0.2635192806
284	0.2631348044
285	0.2627372648
286	0.2622228186
287	0.2617465088
288	0.2614736
289	0.2611337259
290	0.2608220489
291	0.260279437
292	0.2597985605
293	0.2593850707
294	0.2590484791
295	0.2587104584
296	0.2583987694
297	0.2581029768
298	0.257836266
299	0.2575163795
300	0.257054731
301	0.2568882727
302	0.2565639715
303	0.2561189832
304	0.2558814948
305	0.2555441774
306	0.2553086787
307	0.2550300513
308	0.2545809888
309	0.2540814351
310	0.2536786089
311	0.2534326065
312	0.2529683254
313	0.2524275989
314	0.2520603966
315	0.2518627957
316	0.2516455279
317	0.2514272076
318	0.2512028504
319	0.2506240662
320	0.2500474131
321	0.2496584066
322	0.2492370152
323	0.2488547953
324	0.2486202061
325	0.2484003332
326	0.2481308218
327	0.2478834413
328	0.2475049348
329	0.2472603602
330	0.2468233479
331	0.246514826
332	0.246294653
333	0.2458864134
334	0.2455724742
335	0.2452226985
336	0.2449133506
337	0.2445962124
338	0.2443546824
339	0.2442592235
340	0.2437806887
341	0.2433185051
342	0.2431046753
343	0.2427822741
344	0.2426449937
345	0.2423226781
346	0.2419595673
347	0.2416673068
348	0.2413399548
349	0.2409963845
350	0.2407315169
351	0.2405655266
352	0.2400970214
353	0.2398750847
354	0.239606588
355	0.239469296
356	0.239297063
357	0.23906525
358	0.2387537701
359	0.2384063488
360	0.2380127817
361	0.2378154249
362	0.2375596021
363	0.2372560598
364	0.2370719989
365	0.2368235081
366	0.2365667357
367	0.2362922282
368	0.2360886936
369	0.2357020576
370	0.2354871666
371	0.2352104784
372	0.2349306982
373	0.2347380063
374	0.2345063879
375	0.2344694879
376	0.2342140006
377	0.2339868367
378	0.233693299
379	0.233331115
380	0.2331537875
381	0.2328110208
382	0.2325613507
383	0.2321991044
384	0.2319203643
385	0.2316472075
386	0.2313231508
387	0.2310394313
388	0.2308391109
389	0.2305444113
390	0.230385971
391	0.2302238602
392	0.2299501716
393	0.2296470648
394	0.2293221575
395	0.2289274436
396	0.2287841707
397	0.2285551058
398	0.2282276985
399	0.2279101139
400	0.2276418518
401	0.2271124895
402	0.2269257615
403	0.2266269713
404	0.226351048
405	0.226099541
406	0.2256244503
407	0.2253009694
408	0.2251466133
409	0.225028613
410	0.2248772972
411	0.2246014399
412	0.2241487482
413	0.2237351393
414	0.2235153472
415	0.2232916898
416	0.2229382757
417	0.2228091311
418	0.2223590439
419	0.2222442594
420	0.2219509076
421	0.2218223624
422	0.221577888
423	0.2215438248
424	0.2212268519
425	0.2208968536
426	0.2206648673
427	0.2203871091
428	0.220102371
429	0.2198343515
430	0.2196278101
431	0.2194736891
432	0.2191136032
433	0.2189398919
434	0.2186247191
435	0.2184284545
436	0.2182417609
437	0.2178915684
438	0.2174889397
439	0.2171832194
440	0.2170234198
441	0.2166425836
442	0.216401182
443	0.2162299506
444	0.2158294233
445	0.2155775199
446	0.2151423167
447	0.215000661
448	0.2147733182
449	0.2145230165
450	0.2143547339
451	0.2140949802
452	0.2138300991
453	0.213764985
454	0.213527804
455	0.2131455479
456	0.2130016818
457	0.2128574905
458	0.2126595738
459	0.2124960483
460	0.2120314472
461	0.2118711817
462	0.2117986254
463	0.2116293672
464	0.2113754133
465	0.2110172112
466	0.2108787461
467	0.2106999778
468	0.2103902283
469	0.2102333051
470	0.2100887777
471	0.2099006447
472	0.2095574867
473	0.209352571
474	0.2092702586
475	0.2089473409
476	0.2087931161
477	0.2085526266
478	0.2082582499
479	0.2080948463
480	0.207949013
481	0.2077569235
482	0.2076980838
483	0.2074283002
484	0.2073117735
485	0.2069539849
486	0.206790156
487	0.2065217295
488	0.2062893883
489	0.205991267
490	0.2058724607
491	0.205487916
492	0.2051866376
493	0.2049198498
494	0.2047105848
495	0.2044140966
496	0.2042538841
497	0.2039993834
498	0.2037566423
499	0.2035783904
500	0.203376938
501	0.203045991
502	0.2028260722
503	0.2025316522
504	0.202351608
505	0.2022071801
506	0.2020979089
507	0.2019319537
508	0.2017591152
509	0.2015791232
510	0.2014333096
511	0.2010587802
512	0.2008816223
513	0.2006809007
514	0.2005599574
515	0.2005002885
516	0.2003630756
517	0.200141659
518	0.1999684317
519	0.1998147097
520	0.1996201014
521	0.1995713773
522	0.1993319208
523	0.1991402658
524	0.1988538568
525	0.1986160952
526	0.1985338575
527	0.1983577963
528	0.1981974786
529	0.1979457799
530	0.197773915
531	0.1975582902
532	0.1972110242
533	0.196915952
534	0.1968168949
535	0.1965744394
536	0.1964227986
537	0.1962906012
538	0.1961260157
539	0.1959868557
540	0.1957382087
541	0.1954520068
542	0.1951261635
543	0.1948917196
544	0.1948288083
545	0.1947128854
546	0.1946473824
547	0.1945179089
548	0.1943018676
549	0.1940691455
550	0.194044364
551	0.1938771635
552	0.1937089621
553	0.1935536511
554	0.1933387136
555	0.1931472326
556	0.1929649132
557	0.1928760376
558	0.1925897755
559	0.1922369866
560	0.192005767
561	0.1918806187
562	0.1917035361
563	0.1915125526
564	0.1913263443
565	0.1910830536
566	0.1908869335
567	0.1907069567
568	0.1905480784
569	0.1904229561
570	0.1900694192
571	0.1898243341
572	0.1896214815
573	0.1895066618
574	0.1892489394
575	0.1891346804
576	0.1890207146
577	0.1888416135
578	0.1887144731
579	0.18854008
580	0.1883844717
581	0.1882230139
582	0.1881159319
583	0.1877938018
584	0.1875093615
585	0.1873636259
586	0.1872299651
587	0.1870954273
588	0.1867712505
589	0.1866026003
590	0.1863833579
591	0.1862058257
592	0.1860318051
593	0.1859624225
594	0.1857807463
595	0.1855419281
596	0.1852888067
597	0.1850161034
598	0.1848499192
599	0.1845460046
600	0.1842814487
601	0.1841179952
602	0.1839374352
603	0.183735285
604	0.1836439108
605	0.1834914452
606	0.1834158338
607	0.1831197507
608	0.1829049437
609	0.1826736658
610	0.1824633051
611	0.1823681216
612	0.1820606444
613	0.1819186374
614	0.1816925048
615	0.1815335956
616	0.1814368915
617	0.1812653068
618	0.1810978101
619	0.1809003036
620	0.1807335425
621	0.1804532414
622	0.1802820702
623	0.1801671071
624	0.1800242745
625	0.1797948807
626	0.179580235
627	0.1793686211
628	0.179058797
629	0.1790151811
630	0.1788930481
631	0.1787260952
632	0.1785014069
633	0.1783606777
634	0.1782254104
635	0.1780683545
636	0.1779160991
637	0.1777552688
638	0.1775545158
639	0.1774201365
640	0.1771991831
641	0.1770729125
642	0.1769901577
643	0.1768329997
644	0.1767394655
645	0.1766013827
646	0.1763530344
647	0.1760848971
648	0.1758628394
649	0.1756372198
650	0.1754536008
651	0.1753201529
652	0.1750885976
653	0.1749760707
654	0.1747523452
655	0.1746324616
656	0.1744056156
657	0.1742065664
658	0.1740735121
659	0.1739106862
660	0.1737907879
661	0.1736815142
662	0.1734582587
663	0.173363331
664	0.1732440929
665	0.1729946076
666	0.172854677
667	0.1726843594
668	0.1724348269
669	0.1722343682
670	0.1720171117
671	0.1718440038
672	0.1716943078
673	0.17153412
674	0.1713833378
675	0.1712780472
676	0.171151838
677	0.1709582057
678	0.1707155903
679	0.1704820697
680	0.1701953061
681	0.1700427962
682	0.1698186821
683	0.169622062
684	0.1693878313
685	0.1693652033
686	0.1690466037
687	0.168955402
688	0.1687845981
689	0.1685976627
690	0.168296166
691	0.1681168051
692	0.167950533
693	0.1677935961
694	0.1675907021
695	0.1674761842
696	0.1673751593
697	0.1671536698
698	0.1670082309
699	0.1669061829
700	0.1667583785
701	0.1665308124
702	0.166398151
703	0.1661263184
704	0.1659136217
705	0.1657237982
706	0.1654746452
707	0.1654015987
708	0.1651641352
709	0.1650767517
710	0.1649315093
711	0.1647896309
712	0.1647010566
713	0.1645208006
714	0.1644053404
715	0.1641837533
716	0.1639991018
717	0.163913052
718	0.1637725551
719	0.1635978144
720	0.163449925
721	0.1631923646
722	0.1630611485
723	0.1629617768
724	0.1628755602
725	0.1627807214
726	0.1626399509
727	0.1625302552
728	0.1623873215
729	0.1622478829
730	0.1621109138
731	0.1619515072
732	0.1618534492
733	0.1616604748
734	0.1614101941
735	0.1613135808
736	0.1611570077
737	0.1609400699
738	0.1607677885
739	0.1606185467
740	0.160482129
741	0.1602640472
742	0.1601376574
743	0.1600071847
744	0.1598258475
745	0.1597295784
746	0.1596217421
747	0.1594896076
748	0.1592762004
749	0.1591194085
750	0.1589473899
751	0.1587951213
752	0.1586455443
753	0.1584924378
754	0.1583645457
755	0.1582384086
756	0.1581390655
757	0.1579580523
758	0.1578718738
759	0.1576789159
760	0.1574878617
761	0.1574124928
762	0.1571288557
763	0.1569679956
764	0.1568550843
765	0.1567269471
766	0.1565317072
767	0.1564191227
768	0.156269519
769	0.156091687
770	0.1560229457
771	0.1559162968
772	0.1557017375
773	0.1554383756
774	0.1553498288
775	0.1551738545
776	0.1549486367
777	0.1548499595
778	0.1548065953
779	0.1546741094
780	0.1543647907
781	0.1542227818
782	0.1541043862
783	0.1539331677
784	0.1537204883
785	0.1536380506
786	0.1534551959
787	0.1532467262
788	0.1530963913
789	0.1529698225
790	0.1526876214
791	0.1524697595
792	0.1522976374
793	0.1521789582
794	0.1520604008
795	0.1518713397
796	0.1517776687
797	0.1517227114
798	0.1514992834
799	0.1513376669
800	0.1512422211
801	0.1510216825
802	0.1508767144
803	0.1507923173
804	0.1505386434
805	0.1503739976
806	0.1501284267
807	0.1499831443
808	0.1498475438
809	0.149630155
810	0.1494462788
811	0.1493202754
812	0.1490915431
813	0.1489945544
814	0.1488318219
815	0.1486123749
816	0.1485424186
817	0.1484727777
818	0.1483107003
819	0.148220141
820	0.1480928884
821	0.1479684906
822	0.1477988112
823	0.1476925551
824	0.1475428713
825	0.1474563097
826	0.1473883271
827	0.1471612808
828	0.1470402305
829	0.1469194857
830	0.1468529697
831	0.1466994832
832	0.1464225139
833	0.1462598896
834	0.1461753111
835	0.1458834663
836	0.1456585191
837	0.1454882094
838	0.1453469191
839	0.1450962473
840	0.1450263876
841	0.1449061852
842	0.1446640879
843	0.1445545834
844	0.144454925
845	0.1442102543
846	0.1440406932
847	0.1439960451
848	0.1438576359
849	0.1437338931
850	0.1436340107
851	0.1435235862
852	0.1434130742
853	0.1433001322
854	0.143172263
855	0.1430368684
856	0.1429387598
857	0.1428475263
858	0.1426374493
859	0.142494827
860	0.1422760983
861	0.1420322028
862	0.1418995062
863	0.1418428565
864	0.1415624787
865	0.1414350337
866	0.1412628772
867	0.1411300159
868	0.1410635721
869	0.1407924957
870	0.1406412176
871	0.1405347253
872	0.1404260009
873	0.1402990631
874	0.1401770246
875	0.1399983095
876	0.1398613057
877	0.1397175206
878	0.1394935744
879	0.1393780883
880	0.1392082278
881	0.1390916288
882	0.1388190099
883	0.1387285552
884	0.1385720143
885	0.1385278587
886	0.1384325885
887	0.1383427647
888	0.1381790236
889	0.1380010194
890	0.1378181299
891	0.1376880616
892	0.1375732564
893	0.1374229369
894	0.1373291688
895	0.1372042672
896	0.1369650164
897	0.1367345826
898	0.1366708664
899	0.1365450989
900	0.1364476586
901	0.1361953853
902	0.1359723779
903	0.1358109914
904	0.1357683126
905	0.1357128513
906	0.1356420974
907	0.1355287537
908	0.135413331
909	0.1352810226
910	0.135105511
911	0.1348684423
912	0.1348461003
913	0.1347182402
914	0.1345283591
915	0.1343138171
916	0.1340853904
917	0.1339358751
918	0.1337355819
919	0.1335607139
920	0.1334491095
921	0.133293572
922	0.1331729101
923	0.1330468632
924	0.132909589
925	0.1328229846
926	0.1326420051
927	0.1325052335
928	0.1324061048
929	0.1323235156
930	0.1321651082
931	0.1320626375
932	0.1319330912
933	0.131829452
934	0.1317115572
935	0.1315473656
936	0.1314178408
937	0.1313592165
938	0.1312333698
939	0.131043211
940	0.1309932726
941	0.1308907675
942	0.1307107262
943	0.1305358564
944	0.1304738558
945	0.1304106589
946	0.1303000422
947	0.1302661573
948	0.1301175293
949	0.1299808746
950	0.1298024045
951	0.1296326787
952	0.1294336451
953	0.129387608
954	0.1292775224
955	0.1291821802
956	0.1291086635
957	0.1289858803
958	0.1287424023
959	0.1286477371
960	0.1285685622
961	0.1283931737
962	0.1283150541
963	0.1282614186
964	0.1282136435
965	0.1281656481
966	0.1281098787
967	0.1278734176
968	0.1277981327
969	0.1276965587
970	0.1276150183
971	0.1274371601
972	0.1273920332
973	0.1273289759
974	0.1272668115
975	0.1271346911
976	0.1269023344
977	0.1268570889
978	0.1267821573
979	0.12673568
980	0.126652056
981	0.1265034517
982	0.1263894821
983	0.1263238011
984	0.1262657448
985	0.1262053605
986	0.126108328
987	0.1260479189
988	0.125906895
989	0.1257296502
990	0.1256059322
991	0.1254571095
992	0.1253168869
993	0.125184807
994	0.1251333502
995	0.1249633378
996	0.1248199591
997	0.1247057638
998	0.1245626329
999	0.1243770633
